GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
12	rs146863150	6	26332605	rs9467711	2019-02-21	30285260	Ikeda M	2018-10-03	Schizophr Bull	www.ncbi.nlm.nih.gov/pubmed/30285260	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	Schizophrenia	14,023 East Asian ancestry cases, 33,640 European ancestry cases, 31,505 East Asian ancestry controls, 43,456 European ancestry controls	NA	6p22.2	HIST1H3PS1	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		10085	32782	rs9467711-A	rs9467711	0	9467711	regulatory_region_variant	1	NR	2E-22	21.698970004336	(EA)	1.195	[1.16-1.23]	Illumina [6627481] (imputed)	N
12	rs146863150	6	26332605	rs9467711	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Monocyte count	234,690 European ancestry individuals	100,494 European ancestry individuals	6p22.2		H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		10085	32782	rs9467711-A	rs9467711	0	9467711	regulatory_region_variant	1	0.879	1E-28	28		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26332605	rs9467711	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Platelet-to-lymphocyte ratio	234,552 European ancestry individuals	100,478 European ancestry individuals	6p22.2		H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		10085	32782	rs9467711-A	rs9467711	0	9467711	regulatory_region_variant	1	0.879	1E-33	33		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26336572	rs34158769	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Lung cancer in ever smokers	23,223 European ancestry cases,  16,964 European ancestry controls	NA	6p22.2	HIST1H4H, BTN3A2	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		14052	28815	rs34158769-A	rs34158769	0	34158769	regulatory_region_variant	1	0.072601638	1E-7	7		1.1614014	[1.098845322-1.227518764]	Illumina [10439017] (imputed)	N
12	rs146863150	6	26336572	rs34158769	2019-11-27	31453325	Wang H	2019-08-14	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/31453325	Genotype-by-environment interactions inferred from genetic effects on phenotypic variability in the UK Biobank.	Hip circumference variance	346,781 European ancestry individuals	NA	6p22.2	BTN3A2	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		14052	28815	rs34158769-?	rs34158769	0	34158769	regulatory_region_variant	1	NR	5E-15	14.301029995664		NA		NR [5554549] (imputed)	N
12	rs146863150	6	26336572	rs34158769	2019-11-27	31453325	Wang H	2019-08-14	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/31453325	Genotype-by-environment interactions inferred from genetic effects on phenotypic variability in the UK Biobank.	Hip circumference	346,781 European ancestry individuals	NA	6p22.2	BTN3A2	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		14052	28815	rs34158769-?	rs34158769	0	34158769	regulatory_region_variant	1	NR	4E-13	12.397940008672		NA		NR [5554549] (imputed)	N
12	rs146863150	6	26339131	rs35942569	2019-10-29	31578528	Tin A	2019-10-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31578528	Target genes, variants, tissues and transcriptional pathways influencing human serum urate levels.	Urate levels	288,649 European ancestry individuals, 125,725 East Asian ancestry individuals, 33,671 African American individuals, 9,037 South Asian ancestry individuals, 608 Hispanic individuals	NA	6p22.2	BTN3A2	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		16611	26256	rs35942569-A	rs35942569	0	35942569	regulatory_region_variant	1	0.9052	1E-19	19		0.0614	[0.048-0.075] mg/dL decrease	Affymetrix, Illumina [8249849] (imputed)	N
12	rs146863150	6	26339131	rs35942569	2019-10-29	31578528	Tin A	2019-10-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31578528	Target genes, variants, tissues and transcriptional pathways influencing human serum urate levels.	Urate levels	174,111 European, East Asian, African American, South Asian and Hispanic ancestry men, 172,102 European, East Asian, African American, South Asian and Hispanic ancestry women	NA	6p22.2	NR	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		16611	26256	rs35942569-A	rs35942569	0	35942569	regulatory_region_variant	1	0.0883	4E-8	7.39794000867204	(women)	0.0569	[0.037-0.077] mg/dL increase	Affymetrix, Illumina [8249849] (imputed)	N
12	rs146863150	6	26340785	rs9467714	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	6p22.2	ENSG00000252399	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		18265	24602	rs9467714-A	rs9467714	0	9467714	intergenic_variant	1	NR	9E-11	10.0457574905607		6.481	z-score increase	Affymetrix, Illumina [at least 2500000] (imputed)	N
12	rs146863150	6	26340785	rs9467714	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist-hip index	186,825 British ancestry men	NA	6p22.2	RNU6-1259P	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		18265	24602	rs9467714-A	rs9467714	0	9467714	intergenic_variant	1	NR	3E-9	8.52287874528034		0.026901	[0.018-0.036] unit decrease	Affymetrix [127266] (imputed)	N
12	rs146863150	6	26365679	rs58825580	2021-11-09	34634379	Mei L	2021-10-08	Prog Neuropsychopharmacol Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34634379	Overlapping common genetic architecture between major depressive disorders and anxiety and stress-related disorders.	Major depressive disorder	16,823 European ancestry cases, 25,632 European ancestry controls	NA	6p22.2		BTN3A2			ENSG00000186470	NA	NA	rs58825580-?	rs58825580	0	58825580	intron_variant	0	NR	1E-8	8		1.07058	[1.05-1.09]	NR [NR]	N
12	rs146863150	6	26376368	rs28551159	2017-12-01	28928442	Tian C	2017-09-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28928442	Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.	Urinary tract infection frequency	35,000 European ancestry cases, 33,478 European ancestry controls	NA	6p22.2	NR	BTN3A2			ENSG00000186470	NA	NA	rs28551159-?	rs28551159	0	28551159	3_prime_UTR_variant	0	NR	1E-7	7		0.0622	[0.039-0.085] unit decrease	Illumina [at least 560000] (imputed)	N
12	rs146863150	6	26385093	rs2072806	2018-03-01	29397368	Meng W	2018-01-31	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/29397368	A Genome-Wide Association Study Finds Genetic Associations with Broadly-Defined Headache in UK Biobank (N=223,773).	Headache	74,461 British ancestry cases, 149,321 British ancestry controls	NA	6p22.2	BTN2A2	BTN2A2			ENSG00000124508	NA	NA	rs2072806-G	rs2072806	0	2072806	intron_variant	0	NR	5E-9	8.30102999566398		0.0121	[0.008-0.0162] unit decrease	Affymetrix [9304965] (imputed)	N
12	rs146863150	6	26408551	rs75782365	2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.2	ABT1, BTN1A1, BTN2A1, BTN2A2, BTN2A3P, BTN3A1, BTN3A2, BTN3A3, GUSBP2, HCG11, HFE, HIST1H1A, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2APS1, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HMGN4, LINC00240, LOC100270746, LOC285819, LRRC16A, MIR3143, POM121L2, PRSS16, SCGN, SLC17A1, SLC17A2, SLC17A3, SLC17A4, TRIM38, VN1R10P, ZNF204P, ZNF322, ZNF391	BTN3A1			ENSG00000026950	NA	NA	rs75782365-T	rs75782365	0	75782365	intron_variant	0		8E-24	23.0969100130081		1.21	[1.16-1.25]	Affymetrix, Illumina [NR]	N
12	rs146863150	6	26408551	rs75782365	2020-05-29	32231276	Cai N	2020-03-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32231276	Minimal phenotyping yields genome-wide association signals of low specificity for major depression.	Help-seeking from a GP	113,262 British ancestry cases, 219,360 British ancestry controls	NA	6p22.2	NR	BTN3A1			ENSG00000026950	NA	NA	rs75782365-T	rs75782365	0	75782365	intron_variant	0	0.89	1E-9	9		1.0515248	[1.04-1.07]	NR [5276842] (imputed)	N
12	rs146863150	6	26408551	rs75782365	2020-10-07	32606422	Wu Y	2020-06-30	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32606422	Multi-trait analysis for genome-wide association study of five psychiatric disorders.	Bipolar disorder (MTAG)	65,682 individuals	NA	6p22.2	NR	BTN3A1			ENSG00000026950	NA	NA	rs75782365-?	rs75782365	0	75782365	intron_variant	0		3E-18	17.5228787452803		NA		NR [520857]	N
12	rs146863150	6	26408551	rs75782365	2020-10-07	32606422	Wu Y	2020-06-30	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32606422	Multi-trait analysis for genome-wide association study of five psychiatric disorders.	Schizophrenia (MTAG)	67,764 individuals	NA	6p22.2	NR	BTN3A1			ENSG00000026950	NA	NA	rs75782365-?	rs75782365	0	75782365	intron_variant	0		3E-25	24.5228787452803		NA		NR [8377093]	N
12	rs146863150	6	26408551	rs75782365	2018-07-19	29662059	Howard DM	2018-04-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29662059	Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways.	Depression (broad)	113,769 British ancestry cases, 208,811 British ancestry controls	NA	6p22.2	NR	BTN3A1			ENSG00000026950	NA	NA	rs75782365-G	rs75782365	0	75782365	intron_variant	0	0.1045	6E-9	8.22184874961636		0.0112	[0.0075-0.0149] unit decrease	NR [7666894] (imputed)	N
12	rs146863150	6	26408551	rs75782365	2021-10-21	34159505	Wang H	2021-06-16	Sci China Life Sci	www.ncbi.nlm.nih.gov/pubmed/34159505	Novel loci and potential mechanisms of major depressive disorder, bipolar disorder, and schizophrenia.	Schizophrenia (MTAG)	940,613 European ancestry individuals	NA	6p22.2		BTN3A1			ENSG00000026950	NA	NA	rs75782365-?	rs75782365	0	75782365	intron_variant	0	NR	2E-27	26.698970004336		NA		NR [2625067]	N
12	rs146863150	6	26408551	rs75782365	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	A body shape index	186,825 British ancestry men	NA	6p22.2	BTN3A1	BTN3A1			ENSG00000026950	NA	NA	rs75782365-G	rs75782365	0	75782365	intron_variant	0	NR	9E-10	9.04575749056067		0.0302923	[0.021-0.04] unit decrease	Affymetrix [323858] (imputed)	N
12	rs146863150	6	26409890	rs41266839	2020-06-17	32327693	Oskarsson GR	2020-04-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/32327693	Predicted loss and gain of function mutations in ACO1 are associated with erythropoiesis.	Hemoglobin levels	684,122 European ancestry individuals	NA	6p22.2	BTN3A1	BTN3A1			ENSG00000026950	NA	NA	rs41266839-C	rs41266839	0	41266839	missense_variant	0		4E-52	51.397940008672		0.055	[NR] unit decrease	Affymetrix, Illumina [43000000] (imputed)	N
12	rs146863150	6	26409890	rs41266839	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Lung cancer	29,266 European ancestry cases, 56,450 European ancestry controls	NA	6p22.2	BTN3A1	BTN3A1			ENSG00000026950	NA	NA	rs41266839-C	rs41266839	0	41266839	missense_variant	0	0.075741475	4E-9	8.39794000867204		1.1371641	[1.089526405-1.186884631]	Illumina [10439017] (imputed)	N
12	rs146863150	6	26409890	rs41266839	2016-07-23	26198764	Goes FS	2015-07-21	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26198764	Genome-wide association study of schizophrenia in Ashkenazi Jews.	Schizophrenia	592 Ashkenazi Jewish ancestry cases, 505 Ashkenazi Jewish ancestry controls, 36,989 cases, 113,075 controls	NA	6p22.2	NR	BTN3A1			ENSG00000026950	NA	NA	rs41266839-G	rs41266839	0	41266839	missense_variant	0	NR	7E-27	26.1549019599857		1.25	[NR]	Illumina [7158791] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Eosinophil counts	234,763 European ancestry individuals	100,553 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	7E-26	25.1549019599857		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Basophil count	234,678 European ancestry individuals	100,513 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	3E-20	19.5228787452803		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Neutrophil count	234,802 European ancestry individuals	100,556 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	6E-26	25.2218487496164		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Lymphocyte count	234,778 European ancestry individuals	100,554 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	2E-51	50.698970004336		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Monocyte count	234,690 European ancestry individuals	100,494 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	2E-34	33.698970004336		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26422627	rs3734537	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Platelet-to-lymphocyte ratio	234,552 European ancestry individuals	100,478 European ancestry individuals	6p22.2		BTN2A3P			ENSG00000124549	NA	NA	rs3734537-C	rs3734537	0	3734537	intron_variant	0	0.868	1E-40	40		NA		Affymetrix [10369434] (imputed)	N
12	rs146863150	6	26434630	rs9366656	2020-07-08	32066663	Niarchou M	2020-02-03	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32066663	Genome-wide association study of dietary intake in the UK biobank study and its associations with schizophrenia and other traits.	Oily fish consumption	335,576 European ancestry individuals	NA	6p22.2	LRRC16A, SCGN, SLC17A4, SLC17A1, SLC17A3	BTN2A3P - BTN3A3	ENSG00000124549	ENSG00000111801		2019	6070	rs9366656-?	rs9366656	0	9366656	intergenic_variant	1	NR	7E-15	14.1549019599857		0.0278119	[0.021-0.035] unit increase	Affymetrix [25921788] (imputed)	N
12	rs146863150	6	26434630	rs9366656	2020-07-08	32066663	Niarchou M	2020-02-03	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32066663	Genome-wide association study of dietary intake in the UK biobank study and its associations with schizophrenia and other traits.	Pork consumption	335,576 European ancestry individuals	NA	6p22.2	LRRC16A, SCGN, SLC17A4	BTN2A3P - BTN3A3	ENSG00000124549	ENSG00000111801		2019	6070	rs9366656-?	rs9366656	0	9366656	intergenic_variant	1	NR	7E-15	14.1549019599857		0.00605991	[-0.00098-0.0131] unit decrease	Affymetrix [25921788] (imputed)	N
12	rs146863150	6	26441640	rs13220495	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Squamous cell lung carcinoma	7,426 European ancestry cases, 55,627 European ancestry controls	NA	6p22.2	BTN3A3	BTN3A3			ENSG00000111801	NA	NA	rs13220495-T	rs13220495	0	13220495	intron_variant	0	0.075098735	3E-8	7.52287874528034		1.2138206	[1.133133528-1.300253026]	Illumina [10439017] (imputed)	N
12	rs146863150	6	26441640	rs13220495	2019-03-07	30578418	Giri A	2018-12-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30578418	Trans-ethnic association study of blood pressure determinants in over 750,000 individuals.	Diastolic blood pressure	365,998 European ancestry individuals, 63,490 African ancestry individuals, 22,802 Hispanic individuals, 4,792 Asian ancestry individuals, 2,695 Native American ancestry individuals	299,024 European ancestry individuals, 17,277 individuals	6p22.2	BTN3A3	BTN3A3			ENSG00000111801	NA	NA	rs13220495-T	rs13220495	0	13220495	intron_variant	0	0.345	8E-13	12.0969100130081		0.3191	[0.23-0.41] mmHg decrease	Affymetrix [NR] (imputed)	N
12	rs146863150	6	26454956	rs66757203	2020-07-21	32203549	Richardson TG	2020-03-23	PLoS Med	www.ncbi.nlm.nih.gov/pubmed/32203549	Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis.	Apolipoprotein A1 levels	393,193 European ancestry individuals	NA	6p22.2	BTN3A3	BTN3A3 - BTN2A1	ENSG00000111801	ENSG00000112763		1313	3176	rs66757203-C	rs66757203	0	66757203	intergenic_variant	1	0.880396	1E-17	17		0.0257398	[0.02-0.032] unit increase	Affymetrix [NR] (imputed)	N
12	rs146863150	6	26463574	rs13195401	2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p22.2	NR	BTN2A1			ENSG00000112763	NA	NA	rs13195401-T	rs13195401	0	13195401	stop_gained	0	0.0874	2E-9	8.69897000433602	(EA)	0.0718	[0.048-0.095] unit decrease	Illumina [~ 11800000] (imputed)	N
12	rs146863150	6	26463574	rs13195401	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Well-being spectrum (multivariate analysis)	2,083,151 European ancestry individuals	287,239 European ancestry individuals	6p22.2	NR	BTN2A1			ENSG00000112763	NA	NA	rs13195401-T	rs13195401	0	13195401	stop_gained	0	0.0932772021441396	5E-18	17.301029995664		0.013649994	[0.011-0.017] unit decrease	NR [NR]	N
12	rs146863150	6	26463575	rs13195402	2021-03-23	32752121	Nedoszytko B	2020-07-31	Int J Mol Sci	www.ncbi.nlm.nih.gov/pubmed/32752121	Results from a Genome-Wide Association Study (GWAS) in Mastocytosis Reveal New Gene Polymorphisms Associated with WHO Subgroups.	Cutaneous mastocytosis	141 European ancestry cases, 5,606 European ancestry controls	NA	6p22.2	BTN2A1	BTN2A1			ENSG00000112763	NA	NA	rs13195402-T	rs13195402	0	13195402	stop_gained	0	0.03641	3E-7	6.52287874528034		2.802	[2.39-3.21]	Illumina [281811]	N
12	rs146863150	6	26463575	rs13195402	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p22.2		BTN2A1			ENSG00000112763	NA	NA	rs13195402-G	rs13195402	0	13195402	stop_gained	0	0.89	4E-8	7.39794000867204		1.11		Affymetrix [8568156] (imputed)	N
12	rs146863150	6	26463575	rs13195402	2021-10-08	34002096	Mullins N	2021-05-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34002096	Genome-wide association study of more than 40,000 bipolar disorder cases provides new insights into the underlying biology.	Bipolar disorder	41,917 European ancestry cases, 371,549 European ancestry controls	NA	6p22.2	MHC	BTN2A1			ENSG00000112763	NA	NA	rs13195402-G	rs13195402	0	13195402	stop_gained	0	0.919	6E-15	14.2218487496164		1.14614	[1.11-1.18]	Affymetrix, Illumina [7549318] (imputed)	N
12	rs146863150	6	26463660	rs13195509	2021-06-01	33909500	Moll M	2021-04-28	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/33909500	A Systematic Analysis of Protein-altering Exonic Variants in Chronic Obstructive Pulmonary Disease.	Chronic obstructive pulmonary disease	up to 31,465 European ancestry cases, up to 203,688 European ancestry controls, up to 1,413 African ancestry cases, up to 6,080 African ancestry controls, up to 287 East Asian ancestry cases, up to 7,484 East Asian ancestry controls, up to 61 Hispanic cases, up to 613 Hispanic controls	NA	6p22.2	BTN2A1	BTN2A1			ENSG00000112763	NA	NA	rs13195509-A	rs13195509	0	13195509	missense_variant	0	0.12	3E-12	11.5228787452803		1.11	[1.08 -1.15]	Illumina [at least 109036]	N
12	rs146863150	6	26463660	rs13195509	2021-08-27	33649182	Penova M	2021-03-01	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/33649182	Genome wide association study of HTLV-1-associated myelopathy/tropical spastic paraparesis in the Japanese population.	HTLV-1 associated myelopathy	731 Japanese ancestry cases, 846 Japanese ancestry controls	NA	6p22.2		BTN2A1			ENSG00000112763	NA	NA	rs13195509-G	rs13195509	0	13195509	missense_variant	0	0.97	3E-7	6.52287874528034		0.37	[0.26-0.55]	Illumina [126394]	N
12	rs146863150	6	26468326	rs3734542	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Lung cancer in ever smokers	23,223 European ancestry cases,  16,964 European ancestry controls	NA	6p22.2	BTN2A1	BTN2A1			ENSG00000112763	NA	NA	rs3734542-A	rs3734542	0	3734542	missense_variant	0	0.084987628	3E-7	6.52287874528034		1.1447185	[1.087233917-1.205242518]	Illumina [10439017] (imputed)	N
12	rs146863150	6	26478252	rs34104395	2019-02-21	30285260	Ikeda M	2018-10-03	Schizophr Bull	www.ncbi.nlm.nih.gov/pubmed/30285260	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	Schizophrenia	14,023 East Asian ancestry cases, 33,640 European ancestry cases, 31,505 East Asian ancestry controls, 43,456 European ancestry controls	NA	6p22.2	LOC285819	BTN1A1P1			ENSG00000284688	NA	NA	rs34104395-C	rs34104395	0	34104395	non_coding_transcript_exon_variant	0	NR	9E-20	19.0457574905607	(EA)	1.19	[1.15-1.23]	Illumina [6627481] (imputed)	N
12	rs146863150	6	26485573	rs9348721	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	6p22.2	BTN2A1	BTN1A1P1 - BTN1A1	ENSG00000284688	ENSG00000124557		6812	14958	rs9348721-A	rs9348721	0	9348721	regulatory_region_variant	1	NR	6E-14	13.2218487496164		0.034401607	[0.025-0.043] unit decrease	Affymetrix [NR]	N
