GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Diacylglycerol_38:4_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-55	54.698970004336		0.119549	[0.1-0.13] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_37:4_[M+H]1+/Phosphatidylethanolamine_40:4_[M+H]1+/Phosphatidate_42:5_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	6E-96	95.2218487496164		0.323541	[0.29-0.35] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_36:5_[M+H]1+/Phosphatidylethanolamine_39:5_[M+H]1+/Phosphatidate_41:6_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	3E-11	10.5228787452803		0.0968724	[0.068-0.125] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_37:5_[M+H]1+/Phosphatidylethanolamine_40:5_[M+H]1+/Phosphatidate_42:6_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	5E-24	23.301029995664		0.153238	[0.12-0.18] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_38:2_[M+H]1+/Phosphatidylethanolamine_41:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-25	24.698970004336		0.164886	[0.13-0.2] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine-O_42:6_[M+OAc]1-/Phosphatidylcholine-P_42:5_[M+OAc]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-22	21.698970004336		0.105982	[0.085-0.127] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine-O_44:5_[M+H]1+/Phosphatidylcholine-P_44:4_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-26	26		0.165491	[0.14-0.2] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_37:3_[M+OAc]1-/Phosphatidylserine_41:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	6E-21	20.2218487496164		0.0850106	[0.067-0.103] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_40:4_[M+H]1+/Phosphatidylethanolamine_43:4_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-40	40		0.199076	[0.17-0.23] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine_40:5_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-49	48.698970004336		0.230144	[0.2-0.26] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine-O_35:4_[M+OAc]1-/Phosphatidylcholine-P_35:3_[M+OAc]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	4E-10	9.39794000867204		0.0590374	[0.041-0.077] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylcholine-O_44:5_[M+OAc]1-/Phosphatidylcholine-P_44:4_[M+OAc]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	6E-27	26.2218487496164		0.10587	[0.087-0.125] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Sphingomyelin_34:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-12	12		0.0820635	[0.059-0.105] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylserine_40:3_[M+H]1+/Phosphatidylglycerol_40:5_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-21	21		0.115671	[0.092-0.139] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylserine_40:5_[M+H]1+/Phosphatidylglycerol_40:7_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	8E-26	25.0969100130081		0.138059	[0.11-0.16] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylserine-P_42:1_[M+H]1+/Phosphatidylglycerol-P_42:6_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-14	13.698970004336		0.101945	[0.076-0.128] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Sphingomyelin_36:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	5E-13	12.301029995664		0.0861737	[0.063-0.11] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_36:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	4E-10	9.39794000867204		0.0852594	[0.059-0.112] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_34:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-21	20.698970004336		0.106209	[0.084-0.128] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_36:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	3E-31	30.5228787452803		0.123352	[0.1-0.14] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Fatty acid(18:4)_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-12	11.698970004336		0.0699026	[0.05-0.089] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Fatty acid(20:4)_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	7E-91	90.1549019599858		0.162591	[0.15-0.18] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylglycerol_36:0_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	3E-13	12.5228787452803		0.0742608	[0.054-0.094] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_34:0_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-24	24		0.137981	[0.11-0.16] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_36:3_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	8E-71	70.0969100130081		0.193719	[0.17-0.22] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_36:4_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	3E-19	18.5228787452803		0.0975111	[0.076-0.119] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylglycerol_34:0_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-16	16		0.0956307	[0.073-0.118] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylglycerol_35:3_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	9E-24	23.0457574905607		0.0795108	[0.064-0.095] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_38:0_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-12	11.698970004336		0.079975	[0.058-0.102] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylinositol_38:4_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	5E-29	28.301029995664		0.111064	[0.092-0.131] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Fatty acid(22:4)_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-33	32.698970004336		0.129688	[0.11-0.15] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Fatty acid(22:5)_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-32	31.698970004336		0.146131	[0.12-0.17] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Lysophosphatidylcholine_20:4_[M+H]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	4E-196	195.397940008672		0.35644	[0.33-0.38] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_20:3_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	6E-18	17.2218487496164		0.0903786	[0.07-0.111] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_36:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-39	38.698970004336		0.101553	[0.086-0.117] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_35:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	3E-23	22.5228787452803		0.0934523	[0.075-0.112] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_36:3_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-45	44.698970004336		0.153097	[0.13-0.17] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_16:0_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-16	16		0.0810542	[0.062-0.1] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_18:2_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-10	10		0.0686083	[0.048-0.09] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_18:3_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-24	24		0.109989	[0.089-0.131] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_34:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	1E-48	48		0.176418	[0.15-0.2] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_22:6_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	4E-21	20.397940008672		0.115943	[0.092-0.14] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Cholesteryl ester_20:5_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	8E-99	98.0969100130081		0.250806	[0.23-0.27] unit decrease	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_37:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-19	18.698970004336		0.0795571	[0.062-0.097] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_37:3_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-17	16.698970004336		0.0834855	[0.064-0.103] unit increase	Affymetrix [87696910] (imputed)	N
23	rs102275	11	61547237	rs108499	2022-02-17	34503513	Harshfield EL	2021-09-10	BMC Med	www.ncbi.nlm.nih.gov/pubmed/34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	Phosphatidylethanolamine_38:2_[M-H]1- levels	13,814 British ancestry individuals	NA	11q12.2		TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs108499-T	rs108499	0	108499	intron_variant	0	NR	2E-16	15.698970004336		0.0631161	[0.048-0.078] unit increase	Affymetrix [87696910] (imputed)	N
